dx,dy,length,distance
364,227,29,428
451,360,29,577
348,66,29,354
177,95,29,200
1009,454,29,1106
1073,635,29,1246
621,295,29,687
597,299,29,667
900,167,29,915
633,224,29,671
566,81,29,571
744,131,29,755
927,175,29,943
344,261,29,431
77,158,29,175
481,284,29,558
96,175,29,199
282,348,29,447
361,149,29,390
298,170,29,343
0,83,29,83
254,47,29,258
80,26,29,84
360,96,29,372
987,123,29,994
734,185,29,756
108,54,29,120
24,419,29,419
203,21,29,204
532,44,29,533
634,237,29,676
1373,321,29,1410
317,438,29,540
164,146,29,219
1166,105,29,1170
29,1,29,29
126,73,29,145
549,185,29,579
260,183,29,317
102,204,29,228
192,519,29,553
87,29,29,91
311,45,29,314
208,621,29,654
335,47,29,338
13,6,29,14
328,224,29,397
610,171,29,633
167,268,29,315
430,291,29,519
168,106,29,198
274,34,29,276
530,228,29,576
747,137,29,759
647,351,29,736
62,207,29,216
229,291,29,370
167,421,29,452
232,446,29,502
1055,51,29,1056
251,280,29,376
225,24,29,226
48,320,29,323
224,230,29,321
772,133,29,783
637,234,29,678
1397,493,29,1481
844,74,29,847
908,34,29,908
539,214,29,579
745,29,29,745
112,431,29,445
441,91,29,450
519,363,29,633
362,368,29,516
205,149,29,253
292,146,29,326
621,28,29,621
513,331,29,610
411,130,29,431
315,189,29,367
110,227,29,252
499,58,29,502
330,131,29,355
449,188,29,486
253,70,29,262
1842,226,29,1855
299,31,29,300
315,65,29,321
224,116,29,252
367,398,29,541
992,85,29,995
254,166,29,303
599,50,29,601
215,123,29,247
516,86,29,523
190,477,29,513
411,9,29,411
199,223,29,298
92,169,29,192
100,196,29,220
232,542,29,589
294,44,29,297
126,159,29,202
799,381,29,885
367,290,29,467
345,64,29,350
263,385,29,466
78,29,29,83
856,330,29,917
31,34,29,46
726,186,29,749
34,99,29,104
762,126,29,772
182,56,29,190
1114,33,29,1114
194,406,29,449
373,170,29,409
312,126,29,336
603,105,29,612
82,114,29,140
59,270,29,276
1258,465,29,1341
543,250,29,597
125,195,29,231
339,212,29,399
1486,154,29,1493
114,108,29,157
680,53,29,682
1321,261,29,1346
906,87,29,910
175,183,29,253
193,199,29,277
10,314,29,314
801,69,29,803
102,100,30,142
1160,22,30,1160
260,185,30,319
506,80,30,512
11,301,30,301
1205,513,30,1309
675,65,30,678
134,183,30,226
912,394,30,993
1401,353,30,1444
210,167,30,268
554,237,30,602
30,352,30,353
333,34,30,334
593,195,30,624
145,14,30,145
48,103,30,113
958,54,30,959
369,43,30,371
66,578,30,581
406,106,30,419
912,601,30,1092
738,99,30,744
529,223,30,574
649,246,30,694
980,590,30,1143
455,387,30,597
817,136,30,828
767,83,30,771
36,177,30,180
230,6,30,230
712,210,30,742
168,21,30,169
391,411,30,567
172,20,30,173
312,241,30,394
652,58,30,654
542,81,30,548
524,500,30,724
161,69,30,175
22,403,30,403
482,3,30,482
527,309,30,610
283,191,30,341
391,202,30,440
599,69,30,602
1061,198,30,1079
453,26,30,453
298,221,30,371
911,115,30,918
914,62,30,916
365,64,30,370
383,171,30,419
712,151,30,727
344,91,30,355
733,310,30,795
500,62,30,503
550,192,30,582
303,251,30,393
332,178,30,376
807,226,30,838
324,4,30,324
1814,31,30,1814
517,164,30,542
1083,291,30,1121
324,93,30,337
390,180,30,429
438,182,30,474
525,1,30,525
708,56,30,710
558,349,30,658
366,663,30,757
378,176,30,416
43,59,30,73
328,77,30,336
230,170,30,286
210,197,30,287
348,514,30,620
268,59,30,274
237,5,30,237
334,9,30,334
304,337,30,453
280,9,30,280
1030,204,30,1050
572,181,30,599
474,130,30,491
69,451,30,456
507,100,30,516
565,99,30,573
44,113,30,121
900,212,30,924
309,37,30,311
496,212,30,539
93,402,30,412
314,30,30,315
16,8,30,17
174,262,30,314
658,47,30,659
63,11,30,63
921,22,30,921
327,24,30,327
324,235,30,400
540,89,30,547
19,305,30,305
363,185,30,407
526,63,30,529
189,585,30,614
604,245,30,651
184,305,30,356
411,29,30,412
607,59,30,609
372,76,30,379
28,7,30,28
563,159,30,585
17,412,30,412
1157,95,30,1160
243,27,30,244
154,384,30,413
778,89,30,783
298,70,30,306
191,6,30,191
292,65,30,299
1149,80,30,1151
406,291,30,499
357,77,30,365
810,517,30,960
781,258,30,822
990,64,30,992
427,55,30,430
256,102,30,275
309,71,30,317
193,87,30,211
172,388,30,424
678,194,30,705
665,96,30,671
717,340,30,793
937,82,30,940
157,70,30,171
85,32,30,90
728,25,30,728
688,281,30,743
47,140,30,147
388,267,30,470
52,167,30,174
79,80,30,112
241,318,30,399
125,258,30,286
265,267,30,376
420,418,30,592
321,164,30,360
149,76,30,167
37,9,30,38
288,64,30,295
791,405,30,888
77,114,30,137
285,166,30,329
8,0,30,8
159,19,30,160
174,127,30,215
692,152,30,708
119,153,30,193
119,125,30,172
1348,354,30,1393
109,158,30,191
528,95,30,536
222,102,30,244
509,303,30,592
15,89,30,90
616,28,30,616
1134,720,30,1343
396,172,30,431
340,289,30,446
723,90,30,728
182,279,30,333
279,487,30,561
814,146,30,826
366,288,30,465
794,327,30,858
205,329,30,387
31,30,30,43
328,73,30,336
237,329,30,405
592,93,31,599
720,277,31,771
70,33,31,77
67,571,31,574
767,13,31,767
950,396,31,1029
602,384,31,714
481,220,31,528
1023,582,31,1176
401,455,31,606
524,98,31,533
537,353,31,642
330,304,31,448
1499,105,31,1502
1028,266,31,1061
528,92,31,535
77,241,31,253
467,203,31,509
341,409,31,532
232,151,31,276
491,211,31,534
146,158,31,215
107,10,31,107
642,248,31,688
532,131,31,547
111,212,31,239
778,185,31,799
82,264,31,276
1289,435,31,1360
231,207,31,310
634,31,31,634
245,153,31,288
995,367,31,1060
801,269,31,844
735,135,31,747
430,177,31,465
206,9,31,206
488,451,31,664
861,80,31,864
370,56,31,374
36,329,31,330
423,203,31,469
359,31,31,360
477,107,31,488
540,214,31,580
457,317,31,556
735,139,31,748
513,141,31,532
280,52,31,284
21,27,31,34
152,303,31,338
800,20,31,800
226,94,31,244
605,362,31,705
465,94,31,474
609,427,31,743
292,112,31,312
134,172,31,218
102,346,31,360
267,168,31,315
413,54,31,416
331,6,31,331
1052,143,31,1061
896,337,31,957
728,197,31,754
338,166,31,376
758,177,31,778
602,190,31,631
24,230,31,231
500,7,31,500
1370,394,31,1425
341,143,31,369
228,83,31,242
199,31,31,201
677,235,31,716
1175,76,31,1177
1065,89,31,1068
639,420,31,764
345,29,31,346
205,173,31,268
1075,445,31,1163
79,384,31,392
359,235,31,429
240,231,31,333
325,211,31,387
523,101,31,532
514,315,31,602
227,231,31,323
798,552,31,970
657,281,31,714
226,123,31,257
46,231,31,235
508,45,31,509
862,256,31,899
480,146,31,501
481,299,31,566
378,75,31,385
384,100,31,396
351,261,31,437
593,426,31,730
514,299,31,594
518,180,31,548
442,397,31,594
1007,208,31,1028
243,481,31,538
1429,358,31,1473
456,203,31,499
313,29,31,314
384,155,31,414
694,240,31,734
161,176,31,238
476,31,31,477
576,216,31,615
639,126,31,651
495,127,31,511
1095,48,31,1096
683,40,31,684
592,104,31,601
14,363,31,363
305,330,31,449
767,90,31,772
722,568,31,918
54,540,31,542
1392,441,31,1460
41,295,31,297
437,71,31,442
380,63,31,385
335,3,31,335
174,30,31,176
534,395,31,664
219,409,31,463
1237,308,31,1274
526,121,31,539
98,139,31,170
244,72,31,254
693,101,31,700
59,207,31,215
321,334,31,463
1011,184,31,1027
267,147,31,304
183,678,31,702
307,34,31,308
520,267,31,584
711,363,31,798
886,329,31,945
202,134,31,242
433,171,31,465
745,439,31,864
565,436,31,713
374,33,31,375
767,366,31,849
464,183,31,498
296,42,31,298
285,61,31,291
165,363,31,398
674,35,31,674
553,298,31,628
329,264,31,421
377,77,31,384
1466,6,31,1466
22,255,31,255
93,2,31,93
1436,37,31,1436
857,237,31,889
147,105,31,180
509,713,31,876
281,68,31,289
254,132,31,286
501,212,31,544
1001,66,31,1003
302,77,31,311
288,119,31,311
783,35,31,783
292,56,31,297
157,55,32,166
712,34,32,712
671,348,32,755
738,94,32,743
562,145,32,580
722,76,32,725
71,247,32,257
316,277,32,420
323,77,32,332
8,241,32,241
813,216,32,841
845,161,32,860
89,28,32,93
747,364,32,830
363,71,32,369
846,43,32,847
411,107,32,424
426,8,32,426
284,287,32,403
573,158,32,594
366,82,32,375
249,95,32,266
195,44,32,199
1206,333,32,1251
498,84,32,505
172,19,32,173
152,516,32,537
373,59,32,377
1007,338,32,1062
831,454,32,946
18,210,32,210
775,72,32,778
805,210,32,831
384,300,32,487
576,25,32,576
810,509,32,956
28,53,32,59
1931,515,32,1998
546,220,32,588
657,214,32,690
322,67,32,328
184,157,32,241
398,163,32,430
845,53,32,846
130,354,32,377
5,374,32,374
631,120,32,642
186,66,32,197
668,371,32,764
1063,336,32,1114
210,118,32,240
247,340,32,420
65,210,32,219
554,75,32,559
1033,20,32,1033
752,207,32,779
209,298,32,363
3,7,32,7
859,98,32,864
72,165,32,180
168,105,32,198
817,146,32,829
737,11,32,737
289,334,32,441
191,260,32,322
178,102,32,205
296,106,32,314
434,226,32,489
699,84,32,704
1361,103,32,1364
476,408,32,626
761,20,32,761
714,52,32,715
679,136,32,692
5,15,32,15
1446,351,32,1487
839,86,32,843
461,293,32,546
654,37,32,655
281,86,32,293
935,1,32,935
213,293,32,362
373,618,32,721
6,214,32,214
510,151,32,531
19,69,32,71
726,256,32,769
1,102,32,102
251,240,32,347
885,413,32,976
268,52,32,272
196,278,32,340
271,259,32,374
205,283,32,349
909,23,32,909
638,10,32,638
761,310,32,821
711,320,32,779
537,117,32,549
491,372,32,616
488,190,32,523
440,72,32,445
172,26,32,173
467,465,32,659
227,305,32,380
950,190,32,968
343,226,32,410
587,182,32,614
934,133,32,943
787,358,32,864
422,168,32,454
868,131,32,877
243,404,32,471
595,63,32,598
293,453,32,539
594,140,32,610
396,267,32,477
1631,347,32,1667
572,132,32,587
1185,204,32,1202
1118,72,32,1120
48,242,32,246
569,294,32,640
734,22,32,734
44,197,32,201
391,20,32,391
462,266,32,533
122,603,32,615
472,58,32,475
248,254,32,354
446,59,32,449
943,16,32,943
337,51,32,340
294,188,32,348
171,47,32,177
23,33,32,40
546,285,32,615
284,336,32,439
570,3,32,570
362,270,32,451
77,115,32,138
311,114,32,331
85,170,32,190
105,156,32,188
77,8,32,77
569,217,32,608
418,87,32,426
903,18,32,903
612,68,32,615
97,278,32,294
747,202,32,773
300,5,32,300
301,162,32,341
200,342,32,396
489,121,32,503
490,213,32,534
20,206,32,206
449,26,32,449
889,94,32,893
70,107,32,127
585,57,32,587
891,130,32,900
1174,539,32,1291
3,5,32,5
22,334,32,334
585,187,32,614
138,202,32,244
473,131,32,490
853,393,32,939
473,93,32,482
591,317,32,670
615,536,32,815
636,299,32,702
678,44,32,679
510,36,32,511
129,227,32,261
12,623,33,623
761,210,33,789
737,65,33,739
193,122,33,228
1511,90,33,1513
783,105,33,790
305,268,33,406
5,360,33,360
43,266,33,269
492,292,33,572
308,110,33,327
1261,12,33,1261
692,63,33,694
591,51,33,593
405,152,33,432
649,110,33,658
712,332,33,785
639,59,33,641
716,198,33,742
872,183,33,890
15,13,33,19
438,10,33,438
300,24,33,300
938,203,33,959
697,16,33,697
353,275,33,447
343,66,33,349
344,86,33,354
471,150,33,494
434,380,33,576
45,200,33,205
1188,285,33,1221
477,476,33,673
270,184,33,326
55,191,33,198
719,251,33,761
554,150,33,573
255,80,33,267
774,107,33,781
795,261,33,836
90,470,33,478
431,111,33,445
1205,182,33,1218
728,144,33,742
974,195,33,993
18,499,33,499
740,115,33,748
519,419,33,667
101,463,33,473
204,386,33,436
88,323,33,334
648,164,33,668
691,119,33,701
446,34,33,447
557,37,33,558
522,18,33,522
298,28,33,299
538,12,33,538
33,187,33,189
1109,191,33,1125
454,182,33,489
483,122,33,498
219,148,33,264
730,59,33,732
506,29,33,506
307,389,33,495
554,58,33,557
320,222,33,389
779,271,33,824
541,62,33,544
1421,397,33,1475
507,180,33,538
999,380,33,1068
364,228,33,429
345,80,33,354
302,168,33,345
532,192,33,565
543,197,33,577
191,237,33,304
508,46,33,510
351,197,33,402
606,174,33,630
26,229,33,230
149,230,33,274
701,296,33,760
498,20,33,498
1069,449,33,1159
70,176,33,189
14,348,33,348
17,106,33,107
156,208,33,260
82,428,33,435
579,516,33,775
17,194,33,194
403,140,33,426
262,44,33,265
180,180,33,254
69,0,33,69
692,487,33,846
134,193,33,234
290,401,33,494
156,28,33,158
223,358,33,421
1650,313,33,1679
205,241,33,316
528,517,33,738
933,69,33,935
148,544,33,563
559,33,33,559
609,125,33,621
789,269,33,833
274,102,33,292
333,22,33,333
497,12,33,497
796,83,33,800
758,228,33,791
630,583,33,858
641,19,33,641
875,99,33,880
1536,75,33,1537
403,218,33,458
658,241,33,700
869,468,33,987
1098,259,33,1128
545,244,33,597
36,194,33,197
576,114,33,587
609,68,33,612
124,109,33,165
301,691,33,753
905,174,33,921
82,52,33,97
627,122,33,638
389,308,33,496
967,27,33,967
694,7,33,694
343,143,33,371
627,124,33,639
105,47,33,115
292,137,33,322
290,47,33,293
260,98,33,277
392,150,33,419
167,57,33,176
680,388,33,782
142,247,33,284
204,96,33,225
664,19,33,664
1053,48,33,1054
827,257,33,866
1128,353,33,1181
570,115,33,581
662,270,33,714
1136,307,33,1176
48,349,33,352
256,13,33,256
245,238,33,341
520,201,33,557
172,364,33,402
485,288,33,564
246,132,33,279
424,76,33,430
511,20,33,511
852,554,33,1016
728,87,33,733
566,4,33,566
508,269,33,574
186,21,33,187
865,1,33,865
307,61,33,313
518,666,33,843
294,240,33,379
410,8,33,410
1153,51,33,1154
401,121,33,418
242,544,33,595
874,12,33,874
1131,320,33,1175
155,86,33,177
132,126,33,182
681,368,33,774
202,163,33,259
10,412,33,412
982,582,33,1141
148,102,33,179
362,390,33,532
779,98,34,785
577,3,34,577
395,56,34,398
1516,119,34,1520
91,45,34,101
532,66,34,536
7,11,34,13
676,63,34,678
778,385,34,868
336,175,34,378
530,356,34,638
428,156,34,455
218,30,34,220
59,420,34,424
342,469,34,580
104,220,34,243
153,249,34,292
169,51,34,176
392,19,34,392
407,120,34,424
551,122,34,564
62,179,34,189
895,110,34,901
419,421,34,593
572,158,34,593
239,130,34,272
406,218,34,460
291,293,34,412
46,230,34,234
8,151,34,151
272,8,34,272
95,259,34,275
428,347,34,550
345,161,34,380
212,401,34,453
997,42,34,997
284,64,34,291
37,109,34,115
1325,19,34,1325
462,55,34,465
407,20,34,407
897,62,34,899
634,323,34,711
427,68,34,432
1239,217,34,1257
316,17,34,316
70,191,34,203
466,407,34,618
830,222,34,859
291,345,34,451
674,460,34,816
617,287,34,680
163,63,34,174
414,147,34,439
533,249,34,588
714,10,34,714
332,112,34,350
693,181,34,716
158,159,34,224
4,316,34,316
172,211,34,272
1329,91,34,1332
887,278,34,929
228,347,34,415
808,280,34,855
229,124,34,260
635,198,34,665
825,544,34,988
666,361,34,757
193,228,34,298
1002,318,34,1051
954,31,34,954
298,74,34,307
334,70,34,341
1161,15,34,1161
68,34,34,76
567,344,34,663
825,201,34,849
295,68,34,302
144,54,34,153
274,135,34,305
1003,147,34,1013
384,155,34,414
279,104,34,297
898,42,34,898
614,61,34,617
457,52,34,459
908,287,34,952
2,580,34,580
682,589,34,901
436,43,34,438
95,120,34,153
322,1,34,322
364,385,34,529
1099,218,34,1120
462,252,34,526
1095,56,34,1096
518,273,34,585
207,209,34,294
714,492,34,867
1408,414,34,1467
174,336,34,378
360,466,34,588
672,212,34,704
108,348,34,364
288,358,34,459
784,65,34,786
3,86,34,86
957,186,34,974
1016,18,34,1016
780,446,34,898
70,256,34,265
712,95,34,718
161,126,34,204
534,366,34,647
414,122,34,431
436,249,34,502
30,319,34,320
218,63,34,226
103,84,34,132
502,58,34,505
351,373,34,512
397,83,34,405
111,355,34,371
704,379,34,799
147,203,34,250
14,0,34,14
783,272,34,828
770,67,34,772
176,132,34,220
371,214,34,428
418,253,34,488
407,74,34,413
615,274,34,673
120,380,34,398
731,111,34,739
69,313,34,320
90,367,34,377
444,96,34,454
951,9,34,951
557,52,34,559
436,194,34,477
596,147,34,613
369,437,34,571
911,195,34,931
1046,88,34,1049
566,124,34,579
208,490,34,532
294,128,34,320
318,206,34,378
362,189,34,408
339,69,34,345
252,271,34,370
225,172,34,283
14,9,34,16
627,225,34,666
470,9,34,470
493,289,34,571
43,264,34,267
425,442,34,613
185,74,34,199
840,159,34,854
245,221,34,329
13,348,34,348
1118,49,34,1119
734,72,34,737
149,89,34,173
1236,69,34,1237
146,152,34,210
462,489,34,672
609,46,34,610
671,464,34,815
593,405,34,718
962,439,34,1057
723,185,34,746
495,427,34,653
678,381,34,777
211,94,34,230
173,33,34,176
1101,230,34,1124
504,74,34,509
39,258,34,260
84,182,35,200
170,77,35,186
487,25,35,487
294,205,35,358
757,70,35,760
483,276,35,556
696,182,35,719
930,256,35,964
860,125,35,869
372,65,35,377
1124,32,35,1124
911,204,35,933
1017,143,35,1027
74,32,35,80
346,210,35,404
210,598,35,633
981,70,35,983
545,157,35,567
1021,160,35,1033
88,250,35,265
399,324,35,513
433,400,35,589
601,104,35,609
277,126,35,304
455,167,35,484
974,136,35,983
236,306,35,386
303,339,35,454
325,54,35,329
691,83,35,695
2,9,35,9
1217,128,35,1223
10,521,35,521
214,277,35,350
596,358,35,695
141,295,35,326
308,352,35,467
312,243,35,395
825,384,35,909
356,28,35,357
918,37,35,918
371,119,35,389
703,99,35,709
288,28,35,289
566,17,35,566
571,422,35,710
1033,133,35,1041
757,422,35,866
25,411,35,411
63,95,35,113
132,241,35,274
779,82,35,783
302,288,35,417
1095,674,35,1285
422,278,35,505
578,59,35,581
130,235,35,268
509,226,35,556
271,253,35,370
420,174,35,454
432,575,35,719
537,210,35,576
757,80,35,761
211,102,35,234
658,154,35,675
179,218,35,282
101,86,35,132
934,71,35,936
211,323,35,385
74,211,35,223
502,81,35,508
270,276,35,386
319,183,35,367
1482,520,35,1570
522,65,35,526
654,187,35,680
55,489,35,492
567,380,35,682
284,398,35,488
354,259,35,438
213,58,35,220
987,128,35,995
809,313,35,867
1636,339,35,1670
1006,285,35,1045
899,643,35,1105
591,45,35,592
866,251,35,901
476,175,35,507
276,195,35,337
174,76,35,189
700,188,35,724
1170,141,35,1178
218,52,35,224
213,193,35,287
334,305,35,452
392,216,35,447
167,152,35,225
493,41,35,494
715,53,35,716
829,179,35,848
288,90,35,301
193,40,35,197
391,231,35,454
290,429,35,517
686,326,35,759
281,137,35,312
260,235,35,350
99,238,35,257
251,120,35,278
609,333,35,694
110,297,35,316
360,75,35,367
241,93,35,258
885,27,35,885
491,258,35,554
732,31,35,732
568,145,35,586
3,686,35,686
923,352,35,987
191,228,35,297
458,93,35,467
1075,295,35,1114
266,588,35,645
698,197,35,725
269,43,35,272
956,247,35,987
241,47,35,245
693,333,35,768
11,14,35,17
233,6,35,233
375,82,35,383
415,233,35,475
1603,520,35,1685
710,160,35,727
330,172,35,372
536,325,35,626
285,191,35,343
409,361,35,545
364,452,35,580
309,103,35,325
584,212,35,621
906,227,35,934
149,152,35,212
458,209,35,503
593,164,35,615
878,57,35,879
246,390,35,461
291,292,35,412
423,39,35,424
50,179,35,185
314,160,35,352
394,282,35,484
408,99,35,419
638,168,35,659
433,134,35,453
890,54,35,891
77,226,35,238
2,32,35,32
690,229,35,727
843,28,35,843
689,42,35,690
179,98,35,204
855,154,35,868
14,12,35,18
714,79,35,718
660,320,35,733
521,200,35,558
190,191,35,269
577,316,35,657
161,246,35,294
287,270,35,394
264,351,35,439
475,133,35,493
249,62,35,256
151,207,35,256
48,410,35,412
702,215,35,734
12,340,35,340
125,13,35,125
436,178,35,470
374,30,35,375
349,87,35,359
752,285,35,804
836,71,35,839
441,136,36,461
544,210,36,583
695,141,36,709
834,196,36,856
510,235,36,561
1456,280,36,1482
501,60,36,504
394,210,36,446
21,510,36,510
248,417,36,485
9,12,36,15
649,174,36,671
165,74,36,180
644,159,36,663
76,50,36,90
904,342,36,966
837,25,36,837
70,451,36,456
1266,447,36,1342
509,262,36,572
65,13,36,66
275,52,36,279
605,40,36,606
201,74,36,214
456,304,36,548
108,257,36,278
930,75,36,933
609,391,36,723
210,418,36,467
51,218,36,223
388,206,36,439
452,108,36,464
856,69,36,858
1151,22,36,1151
70,360,36,366
872,28,36,872
90,145,36,170
60,73,36,94
265,101,36,283
713,48,36,714
34,552,36,553
894,5,36,894
84,272,36,284
226,503,36,551
345,304,36,459
798,246,36,835
292,550,36,622
610,51,36,612
494,215,36,538
333,87,36,344
113,256,36,279
476,554,36,730
1731,91,36,1733
255,105,36,275
362,468,36,591
347,35,36,348
417,495,36,647
796,466,36,922
392,450,36,596
423,95,36,433
264,326,36,419
826,208,36,851
1122,521,36,1237
543,446,36,702
1083,272,36,1116
1146,412,36,1217
1134,216,36,1154
671,233,36,710
418,265,36,494
1176,268,36,1206
820,498,36,959
631,235,36,673
202,118,36,233
48,59,36,76
693,68,36,696
329,144,36,359
398,27,36,398
561,106,36,570
292,3,36,292
798,127,36,808
694,106,36,702
222,138,36,261
234,95,36,252
124,206,36,240
442,169,36,473
1177,266,36,1206
503,270,36,570
1165,302,36,1203
521,201,36,558
1060,251,36,1089
130,346,36,369
876,66,36,878
16,394,36,394
1300,105,36,1304
263,127,36,292
1143,8,36,1143
1015,85,36,1018
717,144,36,731
434,48,36,436
742,458,36,871
680,44,36,681
588,37,36,589
352,89,36,363
450,213,36,497
554,63,36,557
518,60,36,521
161,143,36,215
179,359,36,401
577,109,36,587
616,227,36,656
96,101,36,139
855,136,36,865
114,76,36,137
1348,387,36,1402
1010,432,36,1098
237,200,36,310
176,15,36,176
820,107,36,826
6,1,36,6
366,537,36,649
71,99,36,121
853,458,36,968
411,215,36,463
501,233,36,552
166,365,36,400
579,82,36,584
18,109,36,110
158,113,36,194
568,24,36,568
508,83,36,514
257,5,36,257
96,198,36,220
1027,182,36,1043
821,104,36,827
665,90,36,671
480,9,36,480
493,141,36,512
473,325,36,573
51,87,36,100
323,93,37,336
211,227,37,309
43,201,37,205
332,351,37,483
239,418,37,481
802,350,37,875
86,107,37,137
434,222,37,487
398,292,37,493
404,82,37,412
260,364,37,447
105,281,37,299
833,361,37,907
373,17,37,373
346,258,37,431
681,86,37,686
230,312,37,387
161,362,37,396
365,178,37,406
202,78,37,216
367,283,37,463
688,218,37,721
104,126,37,163
908,381,37,984
456,14,37,456
857,251,37,893
723,375,37,814
841,25,37,841
350,576,37,674
441,76,37,447
68,107,37,126
79,358,37,366
978,67,37,980
209,243,37,320
396,60,37,400
230,162,37,281
543,104,37,552
413,37,37,414
91,316,37,328
114,287,37,308
90,133,37,160
86,421,37,429
699,134,37,711
135,358,37,382
544,1,37,544
322,276,37,424
481,189,37,516
140,233,37,271
724,78,37,728
778,297,37,832
1109,464,37,1202
1150,186,37,1164
598,54,37,600
758,373,37,844
156,286,37,325
934,346,37,996
558,22,37,558
936,327,37,991
413,284,37,501
32,52,37,61
710,283,37,764
607,168,37,629
743,146,37,757
33,19,37,38
439,420,37,607
730,409,37,836
920,125,37,928
102,149,37,180
26,208,37,209
577,262,37,633
303,87,37,315
1046,39,37,1046
67,281,37,288
1187,274,37,1218
203,22,37,204
1265,69,37,1266
418,438,37,605
7,37,37,37
3,12,37,12
39,54,37,66
126,551,37,565
465,10,37,465
437,141,37,459
284,126,37,310
202,200,37,284
147,603,37,620
452,350,37,571
1148,43,37,1148
510,100,37,519
361,161,37,395
235,368,37,436
691,121,37,701
22,408,37,408
1014,16,37,1014
220,364,37,425
810,187,37,831
629,124,37,641
192,180,37,263
89,179,37,199
1158,245,37,1183
459,262,37,528
853,367,37,928
1266,15,37,1266
445,393,37,593
484,132,37,501
802,298,37,855
474,204,37,516
763,115,37,771
455,144,37,477
735,84,37,739
194,125,37,230
586,195,37,617
970,166,37,984
793,267,37,836
547,24,37,547
292,385,37,483
167,84,37,186
354,239,37,427
648,80,37,652
338,426,37,543
851,46,37,852
294,5,37,294
592,181,37,619
634,226,37,673
273,581,37,641
209,339,37,398
186,87,37,205
781,339,37,851
1444,190,37,1456
918,204,37,940
239,24,37,240
145,397,37,422
763,459,37,890
331,167,37,370
988,191,37,1006
935,93,37,939
439,281,37,521
771,106,37,778
879,275,37,921
190,231,37,299
92,352,37,363
475,63,37,479
476,307,37,566
261,82,37,273
752,62,37,754
376,113,37,392
1036,180,37,1051
109,355,37,371
550,158,37,572
678,209,37,709
383,326,37,502
1355,68,37,1356
446,122,37,462
165,191,37,252
234,137,37,271
280,41,37,282
100,641,37,648
386,51,37,389
537,144,37,555
342,107,37,358
358,245,37,433
758,201,37,784
17,652,37,652
552,141,37,569
800,55,37,801
202,22,38,203
482,221,38,530
85,43,38,95
983,5,38,983
834,312,38,890
260,82,38,272
688,114,38,697
595,229,38,637
910,235,38,939
975,68,38,977
400,155,38,428
1213,66,38,1214
851,212,38,877
16,129,38,129
673,289,38,732
598,252,38,648
987,370,38,1054
206,379,38,431
124,148,38,193
436,571,38,718
1027,256,38,1058
915,488,38,1037
640,27,38,640
340,67,38,346
508,6,38,508
1079,156,38,1090
738,167,38,756
692,40,38,693
223,24,38,224
896,169,38,911
468,452,38,650
15,244,38,244
413,23,38,413
646,158,38,665
678,147,38,693
537,88,38,544
303,64,38,309
846,124,38,855
1497,237,38,1515
170,107,38,200
701,350,38,783
1461,261,38,1484
937,210,38,960
395,254,38,469
265,8,38,265
589,106,38,598
831,48,38,832
76,55,38,93
501,499,38,707
88,53,38,102
481,228,38,532
700,152,38,716
1297,54,38,1298
381,134,38,403
234,262,38,351
721,531,38,895
1124,45,38,1124
250,47,38,254
520,130,38,536
54,42,38,68
54,47,38,71
337,125,38,359
413,165,38,444
691,308,38,756
835,107,38,841
626,218,38,662
359,265,38,446
571,139,38,587
387,113,38,403
45,14,38,47
392,77,38,399
566,147,38,584
796,228,38,828
879,595,38,1061
471,350,38,586
282,212,38,352
524,338,38,623
557,215,38,597
777,97,38,783
550,15,38,550
597,322,38,678
287,22,38,287
735,73,38,738
715,120,38,725
759,95,38,764
231,107,38,254
1059,215,38,1080
239,180,38,299
1099,84,38,1102
190,117,38,223
19,80,38,82
490,277,38,562
708,356,38,792
516,113,38,528
1153,38,38,1153
712,57,38,714
322,151,38,355
661,121,38,671
424,14,38,424
978,103,38,983
618,601,38,862
901,383,38,979
408,225,38,465
660,417,38,780
120,547,38,560
103,6,38,103
387,55,38,390
382,252,38,457
1482,642,38,1615
853,25,38,853
1280,217,38,1298
1546,476,38,1617
341,84,38,351
537,101,38,546
1577,237,38,1594
402,91,38,412
198,191,38,275
439,80,38,446
547,654,38,852
899,116,38,906
832,303,38,885
207,300,38,364
366,79,38,374
1011,243,38,1039
424,197,38,467
356,261,38,441
15,277,38,277
312,267,38,410
205,239,38,314
978,15,38,978
762,89,38,767
337,394,38,518
1132,183,38,1146
36,359,38,360
841,17,38,841
503,92,38,511
519,174,38,547
1416,104,38,1419
753,101,38,759
1359,247,38,1381
826,566,38,1001
1412,51,38,1412
394,115,38,410
468,147,38,490
1195,148,38,1204
60,290,39,296
874,215,39,900
1134,10,39,1134
419,28,39,419
1498,48,39,1498
699,180,39,721
243,83,39,256
100,317,39,332
563,20,39,563
738,187,39,761
410,226,39,468
975,520,39,1105
91,154,39,178
338,437,39,552
173,319,39,362
642,286,39,702
916,352,39,981
325,557,39,644
375,64,39,380
399,303,39,501
8,96,39,96
822,8,39,822
88,398,39,407
527,175,39,555
1012,206,39,1032
879,208,39,903
823,378,39,905
346,103,39,361
369,330,39,495
164,19,39,165
197,204,39,283
522,204,39,560
613,122,39,625
457,518,39,690
1168,134,39,1175
77,239,39,251
54,358,39,362
1106,299,39,1145
425,306,39,523
703,419,39,818
