
Star Data Extractor Tool
     Image: [1] m23_3.5_071.fit
     Stars Found: 2508 (good stars)
     Radius of star diaphragm: 5
     Sky annulus inner radius: 7
     Sky annulus outer radius: 11
     Threshold factor: High = 1.04
       X	       Y	   Sigma	    FWHM	 Sky ADU	   Star ADU
  703.01	 1005.31	    2.16	    5.07	   698.6	     2951.5
  318.32	  646.66	    2.69	    6.33	   724.5	     2950.4
  111.12	   71.73	    2.04	    4.80	   705.9	     2949.2
  475.04	  658.29	    2.59	    6.09	   731.0	     2948.5
  563.68	  804.06	    1.84	    4.31	   713.1	     2948.4
  414.11	  415.70	    1.78	    4.19	   750.0	     2947.2
  475.04	  658.29	    2.59	    6.08	   731.0	     2942.7
   15.00	   33.59	     n/a	     n/a	   696.7	     2942.3
   31.92	  116.22	    1.95	    4.59	   703.7	     2942.1
  563.78	  804.13	    1.83	    4.29	   713.2	     2940.5
  350.43	  903.76	     n/a	     n/a	   708.6	     2939.4
  394.15	  790.62	    2.01	    4.73	   719.3	     2937.6
  994.23	  391.74	    1.29	    3.04	   701.2	     2932.1
  318.48	  646.81	    2.64	    6.21	   724.8	     2929.4
   25.53	  913.10	    2.31	    5.42	   692.3	     2929.1
  613.89	  504.32	    1.39	    3.26	   733.7	     2929.0
  559.80	  803.46	     n/a	     n/a	   713.3	     2927.5
  591.28	  457.74	    1.49	    3.50	   737.6	     2926.8
  613.94	  504.50	    1.40	    3.30	   733.7	     2920.7
  852.00	  900.42	    1.56	    3.66	   697.8	     2915.9
  734.57	  301.45	    1.84	    4.33	   718.1	     2915.0
  254.94	  925.22	    1.86	    4.37	   699.9	     2913.9
  668.83	  311.59	    1.43	    3.36	   726.5	     2912.5
   76.57	  805.98	     n/a	     n/a	   704.4	     2910.7
  450.69	  864.48	    1.68	    3.94	   715.0	     2907.8
  428.82	  530.50	     n/a	     n/a	   739.9	     2905.5
  464.98	  137.03	    1.57	    3.69	   712.1	     2903.6
  345.05	  196.35	    1.75	    4.12	   721.2	     2901.3
  326.90	  993.74	    2.55	    5.99	   705.7	     2898.8
  574.19	  921.00	    2.25	    5.29	   712.7	     2897.8
  734.45	  301.50	    1.84	    4.33	   718.4	     2896.2
  326.90	  993.74	    2.55	    5.99	   705.7	     2896.1
  747.42	  747.09	     n/a	     n/a	   712.8	     2891.9
  171.58	  434.06	    1.75	    4.12	   725.8	     2890.5
  881.07	  883.61	    1.59	    3.73	   699.6	     2886.2
  510.76	  604.99	    1.63	    3.84	   739.4	     2885.2
  583.06	  436.49	     n/a	     n/a	   744.4	     2881.4
  357.05	  306.39	    1.69	    3.97	   725.6	     2879.8
   76.58	  805.98	     n/a	     n/a	   704.3	     2878.6
  553.99	  469.99	     n/a	     n/a	   746.1	     2877.6
  510.76	  604.99	    1.64	    3.85	   739.6	     2874.2
  456.52	  551.50	    1.96	    4.62	   740.0	     2869.6
  559.08	  940.90	    1.63	    3.83	   705.4	     2868.1
   14.54	  905.52	     n/a	     n/a	   696.6	     2862.2
   58.31	  280.88	    2.07	    4.87	   711.5	     2860.4
  428.11	  530.85	    2.36	    5.55	   739.8	     2860.0
  364.35	  749.00	    1.86	    4.36	   714.2	     2857.3
  277.16	  155.13	    2.94	    6.90	   724.0	     2854.7
  821.30	  348.78	    1.29	    3.04	   713.9	     2854.6
  628.51	  411.01	    2.09	    4.90	   730.5	     2852.6
  293.09	  673.91	    1.83	    4.30	   720.8	     2851.1
  220.04	  695.02	    2.71	    6.37	   720.4	     2850.7
  232.16	  983.06	    1.92	    4.50	   698.4	     2843.3
  255.53	  156.84	    1.63	    3.82	   725.7	     2840.3
  319.34	  628.90	    1.81	    4.26	   730.0	     2839.3
  317.13	  305.99	    2.12	    4.98	   737.9	     2836.0
  340.31	   62.05	    1.72	    4.05	   713.8	     2832.4
  392.84	  638.08	     n/a	     n/a	   735.1	     2830.4
  951.76	  713.17	    1.45	    3.41	   702.5	     2829.7
  197.12	  277.07	    2.45	    5.77	   729.9	     2828.7
  770.95	  982.90	    1.59	    3.75	   701.3	     2828.5
  716.72	  576.14	     n/a	     n/a	   726.4	     2828.3
  908.01	  761.26	    1.46	    3.43	   704.3	     2825.3
  643.54	  256.53	     n/a	     n/a	   719.3	     2825.3
  562.68	  625.57	     n/a	     n/a	   736.0	     2821.2
  668.68	  311.93	    1.27	    2.98	   727.2	     2819.0
  390.89	  410.35	     n/a	     n/a	   753.3	     2818.1
  628.72	  410.99	    2.05	    4.81	   730.8	     2811.5
  736.52	  653.90	    1.44	    3.38	   720.9	     2809.5
  634.65	  818.92	    1.72	    4.03	   714.2	     2804.5
  185.95	   64.99	    2.56	    6.01	   709.1	     2802.2
  661.96	  200.01	    1.41	    3.31	   727.0	     2800.1
  217.81	  980.09	     n/a	     n/a	   698.0	     2793.7
  660.61	  423.81	    1.54	    3.62	   727.6	     2792.9
  495.08	  657.25	    1.36	    3.19	   732.2	     2786.5
  217.69	  199.08	     n/a	     n/a	   723.3	     2783.8
  574.28	  920.92	    2.30	    5.40	   713.9	     2778.7
  845.24	  918.80	    1.71	    4.01	   698.5	     2777.5
  542.97	  358.50	    3.12	    7.33	   727.6	     2776.4
  963.23	   70.29	     n/a	     n/a	   697.8	     2774.4
   16.39	  902.76	    2.04	    4.79	   700.4	     2771.8
  660.52	  423.62	    1.56	    3.67	   727.8	     2769.7
   81.04	  892.64	    2.12	    4.99	   697.6	     2768.1
  272.04	  225.36	    1.66	    3.90	   739.2	     2766.6
  659.63	  188.54	     n/a	     n/a	   715.5	     2764.3
  861.67	  108.86	    1.49	    3.49	   700.0	     2760.8
  690.53	  428.09	    1.65	    3.89	   734.5	     2760.6
  255.86	  156.68	    1.63	    3.84	   726.1	     2754.2
  710.73	  506.81	    2.02	    4.74	   729.0	     2749.7
  749.95	  716.93	    1.64	    3.85	   717.2	     2747.3
  481.53	  758.34	    2.37	    5.57	   729.3	     2743.9
  469.54	   23.81	    2.39	    5.61	   705.8	     2743.6
  481.46	  758.11	    2.42	    5.70	   729.5	     2742.8
  542.47	  359.26	     n/a	     n/a	   728.0	     2735.0
  559.51	  940.42	    1.70	    3.99	   706.4	     2734.3
  619.17	  502.64	     n/a	     n/a	   736.2	     2731.9
  803.87	  191.45	    1.45	    3.41	   705.7	     2731.6
  337.82	  747.83	    2.03	    4.76	   715.7	     2730.4
  296.45	  671.90	     n/a	     n/a	   722.7	     2729.7
  216.21	  528.81	    1.82	    4.27	   722.3	     2728.8
  619.24	  502.71	     n/a	     n/a	   736.2	     2727.2
  255.93	  156.56	    1.65	    3.88	   726.3	     2725.4
  251.60	  686.71	    1.71	    4.03	   722.5	     2724.2
  921.73	  724.65	     n/a	     n/a	   703.3	     2723.6
  460.04	  572.71	    2.04	    4.80	   735.5	     2722.8
  251.61	  686.47	    1.75	    4.11	   722.4	     2722.4
  658.50	  712.84	    1.74	    4.08	   718.3	     2721.5
  681.97	  401.36	    1.40	    3.30	   734.7	     2720.4
  460.04	  572.93	    2.04	    4.80	   735.3	     2720.3
  317.48	  998.80	     n/a	     n/a	   714.4	     2720.0
  826.71	  539.12	    1.35	    3.16	   712.2	     2719.7
  586.97	  999.94	    1.61	    3.79	   702.7	     2719.3
   16.30	  902.58	    2.05	    4.82	   700.4	     2717.0
  964.00	  497.07	     n/a	     n/a	   706.5	     2716.8
  655.74	  563.98	    2.44	    5.73	   728.7	     2715.1
  114.82	  224.28	    2.16	    5.08	   720.4	     2714.0
   37.03	  288.97	    1.90	    4.46	   709.3	     2711.5
  288.50	  361.89	    1.70	    4.00	   739.2	     2707.2
  542.97	  358.39	    2.89	    6.79	   727.5	     2706.3
  544.08	  595.83	     n/a	     n/a	   732.3	     2706.2
  172.49	  318.44	    1.99	    4.67	   725.1	     2701.5
  562.83	  625.32	     n/a	     n/a	   736.6	     2701.0
  481.30	  758.35	    2.25	    5.30	   729.4	     2699.7
  346.51	  702.86	     n/a	     n/a	   727.5	     2699.4
  980.10	  146.65	    2.36	    5.54	   697.4	     2697.2
  596.30	  530.11	    1.45	    3.41	   732.3	     2695.4
  911.31	  475.11	    1.25	    2.94	   704.4	     2692.9
  447.54	  471.11	    1.70	    3.99	   749.9	     2692.2
  725.19	  629.76	    1.47	    3.45	   738.6	     2689.3
  347.07	  436.46	    2.53	    5.94	   760.2	     2684.2
  711.51	  714.97	    1.54	    3.61	   715.8	     2679.5
  544.74	  594.91	    1.77	    4.16	   732.7	     2677.8
  247.91	  977.86	     n/a	     n/a	   698.3	     2676.8
  103.30	  491.62	    2.16	    5.07	   719.2	     2676.7
  407.34	  758.97	    1.66	    3.89	   721.0	     2668.7
  205.56	  162.15	     n/a	     n/a	   728.1	     2668.1
  346.86	  436.62	     n/a	     n/a	   760.3	     2667.2
  154.99	  849.97	    1.91	    4.49	   703.6	     2667.1
  151.18	  596.52	    2.58	    6.05	   724.9	     2666.6
  374.01	  148.64	    2.44	    5.73	   723.0	     2663.4
  553.59	  470.33	    1.86	    4.38	   746.8	     2656.8
  980.19	  146.81	    2.39	    5.62	   697.8	     2653.6
  880.93	  386.05	    1.40	    3.29	   708.7	     2651.4
  949.65	  134.95	    1.50	    3.53	   701.9	     2651.0
  151.11	  596.61	     n/a	     n/a	   725.1	     2650.8
  715.35	  797.06	    1.54	    3.63	   708.1	     2647.5
  346.97	  436.60	     n/a	     n/a	   760.5	     2646.6
  574.47	  113.49	    1.60	    3.75	   723.6	     2645.9
  902.72	  226.30	    1.53	    3.59	   701.2	     2643.7
  168.53	  204.62	     n/a	     n/a	   727.6	     2643.0
  664.09	  319.31	     n/a	     n/a	   726.7	     2642.8
  141.01	  156.33	    2.05	    4.83	   717.1	     2642.7
  491.06	  598.98	    1.83	    4.30	   733.8	     2641.7
  277.13	  223.27	     n/a	     n/a	   732.1	     2639.8
  837.83	  477.63	    1.53	    3.61	   714.2	     2639.3
  720.59	  269.41	    1.37	    3.21	   717.8	     2634.5
  747.14	  747.90	    2.78	    6.53	   713.5	     2633.7
  143.34	  601.80	     n/a	     n/a	   730.2	     2630.1
  698.18	   65.84	    1.69	    3.97	   709.6	     2629.7
   31.22	  737.45	    2.05	    4.82	   704.7	     2627.8
  196.27	  586.14	    1.95	    4.58	   723.8	     2626.3
  320.23	  122.94	     n/a	     n/a	   716.6	     2623.0
  415.83	  519.21	    1.63	    3.82	   738.3	     2619.9
 1002.93	  896.38	    2.55	    5.99	   692.1	     2614.9
  664.11	  319.18	     n/a	     n/a	   727.1	     2612.9
  157.88	  806.41	     n/a	     n/a	   714.2	     2610.5
  832.55	  397.19	    1.45	    3.41	   718.0	     2606.4
  403.83	  489.22	    2.36	    5.55	   748.8	     2604.5
  462.24	  923.35	     n/a	     n/a	   706.9	     2602.9
   79.90	  732.44	     n/a	     n/a	   705.1	     2602.9
  554.46	  585.53	    1.70	    3.99	   740.8	     2602.0
  158.07	  728.66	    2.97	    6.98	   707.3	     2601.2
  200.99	  140.95	     n/a	     n/a	   721.2	     2601.0
  318.80	  122.17	     n/a	     n/a	   718.2	     2597.4
  639.03	  138.07	    1.60	    3.76	   714.1	     2594.8
  553.93	  514.24	     n/a	     n/a	   746.0	     2594.6
  415.04	  105.59	    2.22	    5.22	   714.6	     2594.3
  167.12	  497.63	    1.96	    4.60	   715.4	     2592.5
   70.00	  704.67	     n/a	     n/a	   705.6	     2592.3
  894.98	  303.09	    1.39	    3.26	   707.2	     2589.8
  789.00	  694.05	    1.28	    3.00	   714.9	     2589.1
  190.88	  508.73	    2.27	    5.34	   721.2	     2586.4
  407.17	  867.25	    2.48	    5.82	   714.9	     2583.1
  789.00	  694.04	    1.27	    3.00	   715.0	     2581.5
 1002.38	  460.35	     n/a	     n/a	   701.8	     2580.4
  592.00	  517.94	    1.29	    3.03	   732.3	     2579.0
  462.25	  923.35	     n/a	     n/a	   706.9	     2578.8
  529.60	  952.41	    1.76	    4.14	   705.0	     2576.8
  652.01	  820.93	    1.90	    4.46	   706.6	     2570.1
  834.48	  738.53	    1.71	    4.02	   707.2	     2568.6
  838.85	  872.18	    2.18	    5.11	   705.6	     2567.9
  346.97	  436.60	     n/a	     n/a	   760.5	     2567.1
  303.11	  644.05	    1.83	    4.31	   721.1	     2566.5
  960.18	  442.93	    1.31	    3.08	   703.1	     2566.0
  245.89	  645.76	    2.70	    6.35	   726.8	     2563.8
  302.28	  959.10	    1.79	    4.21	   704.5	     2563.7
  865.90	  325.49	    1.93	    4.54	   711.6	     2563.4
  326.52	  916.90	    1.96	    4.60	   712.1	     2560.9
  448.75	  151.07	    1.57	    3.69	   717.0	     2559.4
  956.47	   90.42	     n/a	     n/a	   694.1	     2559.0
  318.11	   74.37	    1.77	    4.16	   713.5	     2557.8
  163.96	  603.43	    2.23	    5.25	   722.9	     2556.5
  448.75	  151.07	    1.57	    3.69	   717.0	     2556.0
  709.74	  447.01	    2.73	    6.40	   732.1	     2552.7
  574.99	  938.03	    2.57	    6.04	   699.4	     2550.3
  278.56	  608.13	    2.52	    5.92	   728.5	     2549.2
  832.46	  397.14	    1.41	    3.32	   718.1	     2547.8
  135.20	  785.60	    2.52	    5.93	   712.0	     2546.6
  194.56	  198.56	    1.87	    4.39	   723.0	     2545.7
  554.04	  514.68	    1.36	    3.19	   746.5	     2544.8
  245.78	  645.78	    2.67	    6.26	   727.0	     2544.3
  246.35	  654.56	     n/a	     n/a	   738.7	     2541.0
  784.97	  879.95	    1.74	    4.09	   703.7	     2540.3
   90.02	  797.02	    2.02	    4.74	   702.8	     2534.1
  135.06	  785.65	    2.60	    6.12	   712.3	     2529.3
  248.12	  977.83	     n/a	     n/a	   698.9	     2527.3
  946.84	  104.52	    1.63	    3.83	   694.6	     2527.3
  853.25	  859.12	    1.89	    4.45	   703.8	     2526.2
  162.37	  292.16	    1.78	    4.18	   726.8	     2525.0
  135.06	  785.64	    2.60	    6.11	   712.4	     2522.7
  633.88	  562.19	    1.32	    3.11	   735.8	     2520.4
  709.93	  447.01	    2.71	    6.38	   732.4	     2519.9
  615.44	  699.46	     n/a	     n/a	   735.8	     2516.7
  553.46	  470.46	    1.89	    4.44	   746.9	     2516.0
  280.95	  316.79	    2.80	    6.58	   735.0	     2514.4
 1001.86	  461.44	    2.15	    5.06	   701.2	     2509.7
  309.81	  673.32	     n/a	     n/a	   724.9	     2509.6
  865.94	  325.19	    1.88	    4.43	   711.8	     2507.2
  373.99	  148.98	    2.67	    6.26	   723.9	     2504.5
   49.37	  367.57	    2.24	    5.25	   714.1	     2501.7
  203.05	  102.06	     n/a	     n/a	   715.0	     2499.4
  414.04	  161.04	    1.62	    3.82	   716.0	     2499.3
  264.06	  749.44	    1.87	    4.39	   713.7	     2495.6
  687.32	  655.90	     n/a	     n/a	   719.0	     2494.0
  660.59	  189.12	    1.81	    4.25	   717.1	     2489.6
  249.59	  417.01	     n/a	     n/a	   738.2	     2486.6
  739.31	  300.09	    2.30	    5.40	   718.1	     2484.9
  969.92	  746.38	     n/a	     n/a	   703.6	     2479.1
  519.05	  930.91	    2.01	    4.72	   705.9	     2477.0
  271.88	  892.33	    2.54	    5.97	   710.1	     2472.8
  769.91	   77.46	    1.52	    3.56	   704.8	     2471.1
  147.63	  561.26	    2.85	    6.70	   711.9	     2468.7
 1001.81	  461.16	    2.07	    4.88	   701.2	     2467.8
  198.24	  102.78	     n/a	     n/a	   715.3	     2463.4
 1001.83	  461.15	    2.07	    4.86	   701.2	     2463.2
  638.02	  418.96	    1.32	    3.11	   730.5	     2458.0
  177.83	  221.07	    1.86	    4.37	   741.8	     2455.0
  647.11	  596.06	    2.39	    5.61	   728.3	     2451.6
  187.32	   21.95	     n/a	     n/a	   700.3	     2450.7
  100.25	   92.81	    1.80	    4.22	   709.3	     2449.6
  271.87	  892.19	    2.44	    5.74	   710.5	     2446.4
  720.22	  102.22	    1.63	    3.83	   709.2	     2446.3
  317.76	  121.87	    2.44	    5.73	   719.6	     2443.3
  446.29	   33.80	    1.64	    3.86	   706.4	     2443.2
  467.85	  225.48	     n/a	     n/a	   718.6	     2442.9
  100.26	   92.81	    1.79	    4.21	   709.4	     2442.4
  203.62	  101.81	    2.28	    5.35	   715.5	     2435.1
  588.65	  639.06	    1.82	    4.28	   734.7	     2435.1
  606.23	  942.26	    1.85	    4.35	   703.4	     2433.8
  147.82	  561.22	    2.99	    7.02	   711.9	     2433.8
  403.06	  928.95	    1.83	    4.31	   714.0	     2432.9
  936.02	   81.97	     n/a	     n/a	   694.3	     2431.8
  300.83	  479.85	    1.93	    4.54	   752.4	     2431.1
  147.80	  561.39	    2.97	    6.98	   711.9	     2427.4
  261.81	  947.23	    2.22	    5.22	   703.1	     2424.4
  108.23	  681.18	    1.83	    4.30	   712.8	     2422.6
  796.70	  451.93	    1.39	    3.27	   718.1	     2415.6
  789.31	  362.07	    1.54	    3.62	   714.9	     2415.4
  269.46	  867.89	    2.12	    4.99	   709.0	     2414.6
  819.91	  994.05	    2.30	    5.41	   695.6	     2414.0
  706.71	  366.93	    1.38	    3.23	   721.0	     2408.3
  712.52	 1007.18	     n/a	     n/a	   696.1	     2406.9
  387.57	  682.21	     n/a	     n/a	   728.8	     2405.0
  462.70	  876.90	    1.92	    4.51	   708.7	     2405.0
  393.52	  639.07	    1.98	    4.65	   735.6	     2404.2
  108.01	  935.91	    1.90	    4.46	   707.4	     2403.9
  439.89	  921.72	    1.96	    4.60	   705.6	     2402.7
  432.19	  530.46	     n/a	     n/a	   741.9	     2402.0
  160.56	  812.93	    2.15	    5.06	   706.9	     2398.5
  692.18	  340.66	     n/a	     n/a	   726.2	     2396.4
  375.94	   32.80	    1.63	    3.83	   711.5	     2394.4
  241.13	  994.21	    1.73	    4.07	   700.3	     2390.9
  346.14	  437.03	     n/a	     n/a	   762.1	     2387.2
  393.39	  639.09	    1.96	    4.60	   735.8	     2385.0
  338.66	  249.88	    2.04	    4.79	   723.4	     2384.1
  969.97	  747.65	    2.10	    4.93	   703.7	     2381.5
  160.43	  813.02	    2.12	    4.99	   707.0	     2380.0
  308.86	  717.79	    2.92	    6.87	   719.3	     2379.6
  125.98	  551.98	    2.17	    5.11	   709.5	     2377.0
  363.33	  821.61	    2.72	    6.38	   714.0	     2375.3
  581.50	  847.30	    1.77	    4.15	   712.9	     2372.8
  579.57	  299.12	    1.55	    3.63	   721.5	     2368.0
  171.70	  550.73	    2.49	    5.85	   720.0	     2365.4
   82.61	  652.26	     n/a	     n/a	   708.4	     2361.6
  631.18	  514.37	    2.02	    4.75	   732.5	     2360.2
  497.68	  493.97	    1.70	    4.00	   747.8	     2358.8
  563.90	  625.23	    3.14	    7.38	   737.9	     2357.3
  246.49	  236.50	     n/a	     n/a	   725.6	     2355.7
  468.00	  841.96	    1.82	    4.28	   714.7	     2354.8
  189.01	  128.58	    1.94	    4.57	   717.2	     2354.2
  989.76	   34.93	    1.49	    3.49	   686.6	     2351.3
  956.01	   95.63	    2.48	    5.82	   696.9	     2350.9
  888.02	   66.08	    1.44	    3.39	   697.6	     2349.7
  956.01	   95.63	    2.47	    5.81	   696.9	     2349.7
  969.89	  747.93	    2.26	    5.30	   703.6	     2347.9
   82.82	  652.17	     n/a	     n/a	   708.3	     2343.8
  363.59	  821.79	     n/a	     n/a	   714.3	     2341.5
   65.52	  974.11	     n/a	     n/a	   695.8	     2338.2
  470.67	  296.12	    1.50	    3.53	   729.0	     2337.8
  605.80	  791.52	    2.71	    6.37	   721.2	     2337.8
  510.26	  127.61	     n/a	     n/a	   715.6	     2336.0
  171.98	  619.48	     n/a	     n/a	   723.9	     2334.7
  812.48	  157.95	    1.42	    3.35	   711.0	     2334.0
  656.08	  602.67	    1.42	    3.33	   731.0	     2333.0
  551.55	  462.94	    1.48	    3.49	   748.3	     2331.9
  413.06	  353.98	    1.51	    3.54	   730.9	     2326.5
  378.02	  441.64	    1.74	    4.09	   750.5	     2326.0
  360.51	  921.92	    2.57	    6.04	   715.1	     2324.8
  574.85	  649.14	    2.17	    5.10	   727.6	     2324.2
  390.37	  537.04	    1.57	    3.68	   736.6	     2322.6
 1002.20	  948.25	    1.68	    3.96	   680.9	     2322.0
  308.77	  717.91	     n/a	     n/a	   719.2	     2318.7
 1006.86	  399.00	     n/a	     n/a	   698.6	     2316.5
  654.26	  259.16	    1.53	    3.60	   722.4	     2315.8
  790.15	  846.55	    1.53	    3.59	   707.3	     2315.3
   65.67	  974.09	     n/a	     n/a	   695.6	     2313.9
  538.07	  885.92	    1.51	    3.55	   720.0	     2313.7
   89.92	  902.79	    2.71	    6.37	   694.7	     2309.1
  605.62	  791.52	    2.70	    6.36	   721.2	     2304.8
  924.44	  312.29	     n/a	     n/a	   706.9	     2304.7
  605.62	  791.52	    2.70	    6.35	   721.2	     2302.4
  685.95	  487.21	     n/a	     n/a	   728.9	     2301.3
  363.59	  821.80	     n/a	     n/a	   714.3	     2299.9
  198.00	  102.89	     n/a	     n/a	   715.9	     2297.3
  519.60	  423.45	    1.43	    3.35	   739.2	     2297.1
  759.27	   94.02	    1.42	    3.34	   703.7	     2296.5
  923.87	  312.58	     n/a	     n/a	   706.7	     2294.8
  667.48	  559.30	     n/a	     n/a	   726.5	     2291.8
  134.09	  669.95	    1.99	    4.68	   711.3	     2290.6
  302.99	  516.12	    2.65	    6.23	   733.4	     2288.0
  845.99	 1009.25	    1.77	    4.17	   688.9	     2287.8
  173.01	  616.46	     n/a	     n/a	   721.7	     2286.5
  952.72	  218.29	    1.48	    3.49	   698.9	     2282.7
   66.15	  420.05	    2.14	    5.02	   714.9	     2281.6
