
Star Data Extractor Tool
     Image: [1] m23_3.5_071.fit
     Stars Found: 2508 (good stars)
     Radius of star diaphragm: 5
     Sky annulus inner radius: 7
     Sky annulus outer radius: 11
     Threshold factor: High = 1.04
       X	       Y	   Sigma	    FWHM	 Sky ADU	   Star ADU
   15.51	  937.78	     n/a	     n/a	   687.3	     1192.8
  150.91	  971.92	    2.17	    5.09	   693.3	     1192.8
  236.05	   34.01	    1.98	    4.66	   706.0	     1192.5
  168.33	  983.60	    2.38	    5.60	   694.4	     1192.4
  415.03	 1003.07	    2.02	    4.76	   701.3	     1192.3
  711.18	 1003.33	    2.05	    4.82	   700.4	     1191.3
   72.36	  900.06	     n/a	     n/a	   693.2	     1191.3
  815.49	  310.99	    1.28	    3.01	   709.9	     1191.3
  555.15	  983.99	     n/a	     n/a	   705.3	     1191.1
  419.44	  274.94	    1.34	    3.14	   723.5	     1190.7
  636.20	  530.60	     n/a	     n/a	   731.0	     1188.4
  583.07	  581.33	    2.39	    5.62	   732.7	     1186.4
  853.47	  783.83	    1.70	    4.00	   704.3	     1186.0
  934.05	   80.90	     n/a	     n/a	   696.3	     1185.0
  715.54	  831.46	     n/a	     n/a	   707.8	     1184.7
  853.47	  783.83	    1.70	    4.00	   704.4	     1183.0
   68.12	  404.06	    2.37	    5.57	   715.9	     1182.8
  511.00	  581.33	    2.31	    5.43	   736.0	     1180.8
  510.98	  469.04	    3.07	    7.20	   744.0	     1180.5
   16.54	  371.79	     n/a	     n/a	   717.5	     1180.0
   75.98	  303.97	    2.76	    6.49	   716.2	     1179.8
  604.34	  342.13	    1.97	    4.63	   725.4	     1178.5
  467.00	  465.00	     n/a	     n/a	   748.9	     1177.7
  581.33	  615.80	    1.75	    4.11	   728.3	     1177.4
  732.11	  317.08	    1.44	    3.38	   715.6	     1176.4
  347.21	  358.20	    2.49	    5.84	   746.8	     1176.3
   73.60	  874.51	    1.98	    4.65	   697.7	     1173.9
  658.37	  839.86	    1.83	    4.30	   706.2	     1170.0
  588.68	  263.93	    1.61	    3.78	   723.1	     1169.9
  306.34	  900.25	     n/a	     n/a	   714.5	     1169.9
   98.48	  942.42	     n/a	     n/a	   694.3	     1169.9
  883.46	  278.85	    1.47	    3.45	   706.4	     1169.7
   20.67	   78.23	     n/a	     n/a	   699.6	     1169.7
  471.58	  323.33	    1.78	    4.18	   724.2	     1168.8
  676.27	  113.14	    1.66	    3.89	   707.0	     1168.5
  685.29	  324.94	    1.59	    3.74	   719.4	     1166.7
  101.46	  697.00	     n/a	     n/a	   711.6	     1166.7
  662.41	  406.95	     n/a	     n/a	   727.9	     1166.6
  133.82	  572.78	    1.84	    4.32	   714.3	     1165.6
  261.00	  857.50	    2.06	    4.85	   709.4	     1164.8
  507.30	  598.97	     n/a	     n/a	   740.5	     1164.2
  602.66	  661.89	    1.65	    3.89	   723.8	     1162.6
  652.58	  796.00	    2.54	    5.98	   708.5	     1160.7
  842.08	  202.01	    1.53	    3.59	   705.3	     1158.8
  331.76	   64.05	    1.47	    3.46	   713.5	     1158.2
  301.73	  586.18	     n/a	     n/a	   726.3	     1157.8
  815.05	  763.25	     n/a	     n/a	   707.0	     1157.3
  695.90	  916.62	    1.75	    4.11	   702.2	     1155.9
  505.04	  865.87	    1.84	    4.33	   716.4	     1155.5
  934.73	  235.64	     n/a	     n/a	   698.8	     1155.3
   17.55	  372.01	    2.30	    5.40	   717.3	     1154.8
  122.08	  773.23	    2.69	    6.32	   706.0	     1153.6
  396.57	   46.86	    1.90	    4.47	   714.6	     1152.9
  699.24	  288.18	     n/a	     n/a	   717.6	     1151.7
   17.75	  372.01	    2.33	    5.48	   717.3	     1150.2
  978.88	  790.98	    1.94	    4.56	   700.4	     1149.1
   95.28	  214.89	     n/a	     n/a	   719.0	     1146.8
   17.75	  372.01	    2.33	    5.47	   717.3	     1146.6
  331.52	  385.00	    2.05	    4.81	   744.8	     1145.9
  392.92	  328.14	     n/a	     n/a	   724.0	     1144.3
  300.98	  653.97	    1.75	    4.12	   726.2	     1144.2
  631.10	   14.70	    1.69	    3.96	   701.0	     1141.3
  243.79	  605.81	    1.62	    3.82	   736.9	     1139.7
  393.00	  418.50	    1.54	    3.62	   753.3	     1138.5
  372.53	  942.50	    1.74	    4.09	   712.4	     1138.0
  773.18	  482.32	    1.33	    3.12	   720.7	     1137.6
  136.00	  527.51	     n/a	     n/a	   713.4	     1136.6
  709.39	   28.55	    2.22	    5.22	   706.0	     1135.6
   16.65	  372.22	     n/a	     n/a	   717.6	     1135.6
  448.06	  360.54	    1.56	    3.67	   725.2	     1133.4
  207.82	  269.37	    1.89	    4.44	   728.1	     1133.3
  418.60	  384.58	    1.48	    3.49	   742.3	     1132.7
  895.05	   75.06	    1.64	    3.85	   697.8	     1132.2
  776.17	  216.81	    1.53	    3.60	   708.4	     1131.2
  766.99	  809.30	    1.67	    3.92	   707.8	     1129.3
  203.23	  822.15	     n/a	     n/a	   708.3	     1128.8
   73.93	  298.60	     n/a	     n/a	   716.0	     1128.5
  396.69	   46.79	    1.79	    4.21	   714.5	     1127.0
  943.07	  383.00	     n/a	     n/a	   710.7	     1126.8
  978.70	  790.98	    1.88	    4.42	   700.7	     1126.2
  999.99	  142.00	    1.45	    3.40	   690.7	     1125.9
  992.02	  228.06	    1.47	    3.46	   691.2	     1125.5
  122.07	  773.04	    2.67	    6.28	   705.9	     1125.3
  841.89	  902.21	    1.79	    4.20	   701.3	     1124.9
  943.07	  383.00	     n/a	     n/a	   710.7	     1124.8
  785.91	  410.06	    1.34	    3.14	   719.7	     1123.9
  758.15	   50.16	     n/a	     n/a	   702.3	     1123.5
  472.06	  440.94	    1.41	    3.32	   745.5	     1122.9
  252.40	  906.51	     n/a	     n/a	   707.5	     1122.9
  829.70	  474.80	    1.39	    3.26	   717.6	     1121.9
  680.01	  600.90	    1.62	    3.80	   724.6	     1121.8
   44.50	   14.85	     n/a	     n/a	   701.8	     1121.4
  203.68	  821.83	    2.93	    6.89	   707.9	     1119.7
  554.32	  342.08	    2.48	    5.83	   726.9	     1119.4
  979.76	   35.69	    1.65	    3.89	   693.3	     1119.2
  384.12	  113.40	    1.80	    4.23	   713.2	     1118.2
  343.93	  527.17	    1.91	    4.50	   737.1	     1117.5
  860.47	  352.40	     n/a	     n/a	   711.0	     1115.7
  368.29	  292.03	    2.84	    6.67	   724.6	     1115.5
  866.43	  195.93	    1.48	    3.48	   702.6	     1115.5
  848.70	  736.72	    1.72	    4.05	   704.8	     1113.7
  661.87	  644.97	    1.94	    4.56	   719.6	     1113.3
  175.00	  912.59	     n/a	     n/a	   698.8	     1112.5
  860.47	  352.41	     n/a	     n/a	   711.0	     1112.3
  584.24	  955.57	    1.63	    3.84	   706.4	     1112.2
  635.30	  331.07	    2.39	    5.63	   721.6	     1108.4
  933.63	   80.76	     n/a	     n/a	   696.9	     1108.1
  931.68	  761.17	    1.65	    3.88	   702.7	     1108.1
  668.64	  381.55	    2.54	    5.97	   732.6	     1108.0
  422.09	  413.48	    1.63	    3.83	   750.5	     1107.8
  168.70	  958.88	    2.54	    5.98	   697.5	     1107.6
  584.19	  955.45	    1.64	    3.85	   706.3	     1106.3
  571.40	   35.99	    1.58	    3.71	   707.6	     1104.9
  115.32	   25.29	     n/a	     n/a	   702.6	     1104.6
  876.45	  330.50	    1.52	    3.56	   710.0	     1103.9
  312.40	   59.74	    2.04	    4.79	   708.6	     1102.4
  195.00	  780.00	     n/a	     n/a	   708.4	     1102.4
  101.93	  957.96	    2.16	    5.07	   691.5	     1102.1
  957.88	  298.73	    1.34	    3.14	   699.2	     1101.9
  814.15	  925.99	    2.03	    4.77	   696.3	     1100.8
  138.06	  250.98	    1.99	    4.68	   723.5	     1100.3
  260.48	 1002.00	     n/a	     n/a	   703.2	     1099.9
   14.00	  372.00	     n/a	     n/a	   716.4	     1098.2
  518.83	  412.14	    1.75	    4.11	   740.0	     1098.1
 1009.96	  756.39	     n/a	     n/a	   697.2	     1097.3
   75.03	  725.24	     n/a	     n/a	   704.7	     1097.0
  675.53	  625.48	     n/a	     n/a	   724.8	     1096.8
  278.47	  233.54	    2.09	    4.92	   730.3	     1095.5
  209.43	  568.74	     n/a	     n/a	   725.7	     1095.2
   13.50	  408.74	    1.89	    4.45	   714.4	     1095.1
  844.00	   23.08	     n/a	     n/a	   699.2	     1093.9
  250.78	  332.56	    1.76	    4.13	   730.9	     1093.5
  793.96	  993.93	    1.75	    4.10	   695.6	     1093.1
  860.96	  403.05	    1.31	    3.07	   712.1	     1092.9
  548.87	  157.25	     n/a	     n/a	   715.3	     1092.0
  657.51	   51.10	    1.48	    3.48	   708.1	     1090.3
  662.32	  405.61	     n/a	     n/a	   727.8	     1090.0
  323.56	  550.41	     n/a	     n/a	   727.8	     1089.2
  399.67	  840.88	    1.97	    4.64	   712.3	     1089.0
  945.04	  761.41	    1.53	    3.60	   704.8	     1088.7
  937.93	  592.67	    1.64	    3.86	   705.7	     1087.9
  392.08	  685.15	     n/a	     n/a	   741.2	     1087.1
  316.55	  876.47	    1.69	    3.96	   708.8	     1086.7
  399.67	  840.87	    1.97	    4.63	   712.4	     1085.0
  834.06	  962.44	    2.24	    5.26	   694.3	     1084.2
  232.22	  767.88	    2.20	    5.18	   715.6	     1083.7
  475.50	  984.55	    2.31	    5.44	   705.6	     1081.7
   13.63	  408.76	    1.99	    4.68	   714.5	     1080.2
  684.32	  111.55	    1.62	    3.81	   707.3	     1080.1
   73.17	  899.85	     n/a	     n/a	   694.1	     1079.9
  562.13	  460.94	    1.30	    3.05	   742.4	     1079.6
  745.70	  873.64	     n/a	     n/a	   700.7	     1078.0
  779.41	  638.14	    1.52	    3.56	   716.9	     1074.8
  556.34	  258.04	    1.34	    3.15	   718.8	     1074.6
  931.90	  171.72	    1.40	    3.28	   695.6	     1074.5
  309.54	  534.94	    1.64	    3.86	   729.3	     1074.3
  697.10	  291.02	     n/a	     n/a	   717.8	     1074.0
   92.07	  273.38	     n/a	     n/a	   715.2	     1073.6
   47.27	  749.70	     n/a	     n/a	   696.6	     1073.4
  799.04	  918.61	    1.43	    3.37	   699.2	     1073.2
  524.00	  673.53	     n/a	     n/a	   727.2	     1072.9
  521.72	  992.90	     n/a	     n/a	   703.4	     1072.8
  749.61	  335.54	     n/a	     n/a	   721.6	     1072.2
  207.00	  431.51	    1.80	    4.22	   730.9	     1072.1
  445.03	  204.49	     n/a	     n/a	   714.0	     1071.6
  132.88	  953.52	    2.72	    6.39	   696.0	     1071.2
  375.58	  877.00	     n/a	     n/a	   712.9	     1070.6
  207.00	  431.51	    1.80	    4.22	   730.9	     1070.2
  155.43	  142.28	    2.17	    5.10	   716.5	     1070.1
   59.38	  166.93	    2.63	    6.18	   705.0	     1069.5
  805.06	   44.76	    1.73	    4.08	   697.7	     1069.4
  204.44	  290.01	     n/a	     n/a	   726.9	     1069.1
  334.77	  661.74	     n/a	     n/a	   724.6	     1067.9
  441.51	  119.19	    1.69	    3.96	   712.6	     1067.6
  772.01	  933.23	    1.78	    4.18	   699.1	     1067.3
  618.07	   91.97	    2.44	    5.73	   707.2	     1065.2
  188.05	  801.54	     n/a	     n/a	   704.6	     1064.8
   16.04	  714.89	     n/a	     n/a	   700.6	     1063.7
  384.46	  149.40	     n/a	     n/a	   718.9	     1063.6
  281.06	  513.09	    2.08	    4.90	   731.7	     1062.6
  684.29	  111.68	    1.62	    3.81	   707.1	     1062.2
  558.59	  998.40	     n/a	     n/a	   702.8	     1062.1
  924.11	  152.54	    1.35	    3.17	   697.8	     1060.4
  126.73	  898.62	     n/a	     n/a	   698.3	     1059.3
  278.43	  233.20	     n/a	     n/a	   730.7	     1055.6
  280.10	  663.72	    2.25	    5.29	   719.8	     1055.1
  340.87	  188.11	    1.48	    3.48	   725.2	     1054.9
  338.31	  210.60	     n/a	     n/a	   720.2	     1054.6
  278.44	  233.18	    2.06	    4.83	   730.7	     1053.1
  668.17	  381.63	    2.03	    4.77	   732.3	     1051.6
  637.08	  510.56	    2.45	    5.76	   734.4	     1051.5
  473.14	  942.56	    1.97	    4.62	   705.1	     1050.9
  494.03	   92.11	    1.54	    3.61	   711.1	     1050.6
  956.10	  950.03	    1.97	    4.64	   689.0	     1049.9
  426.79	  217.89	    2.15	    5.06	   735.5	     1047.9
  958.46	   54.47	     n/a	     n/a	   689.1	     1047.4
  988.87	  906.93	    1.63	    3.83	   695.2	     1047.3
  477.16	  213.47	    1.85	    4.35	   719.2	     1047.3
  248.03	  816.68	    2.08	    4.89	   707.2	     1046.8
  347.58	  779.34	    2.38	    5.60	   717.7	     1045.3
  753.31	  854.67	    1.83	    4.30	   702.6	     1044.6
  370.52	  784.03	    2.14	    5.02	   716.6	     1043.4
  577.19	  985.83	    2.40	    5.63	   702.2	     1042.1
  359.00	  127.54	    1.86	    4.38	   719.7	     1041.2
  396.77	  508.47	     n/a	     n/a	   739.9	     1041.1
  470.43	  265.97	    1.34	    3.15	   722.1	     1040.6
  358.06	  945.94	     n/a	     n/a	   707.8	     1040.4
  588.90	  947.03	    2.22	    5.21	   700.4	     1038.8
  129.74	  446.05	    1.75	    4.12	   721.9	     1038.6
  711.95	  320.98	    1.56	    3.67	   716.3	     1035.8
  477.19	  213.36	    1.84	    4.33	   719.4	     1035.5
  252.07	  605.35	    1.73	    4.07	   729.1	     1034.9
  743.49	  356.08	    1.40	    3.29	   717.6	     1032.8
  732.91	  595.02	    1.33	    3.13	   720.7	     1032.3
  471.14	  226.69	    2.52	    5.91	   720.9	     1031.5
  684.17	  111.63	    1.59	    3.73	   707.3	     1031.5
  617.71	  737.97	    2.85	    6.70	   717.4	     1030.0
  427.66	  295.47	     n/a	     n/a	   725.2	     1029.0
  327.11	  665.04	    1.75	    4.12	   724.0	     1027.9
  962.90	  945.96	    1.63	    3.83	   689.5	     1027.6
  182.00	  565.47	     n/a	     n/a	   718.7	     1027.4
   79.89	  851.03	     n/a	     n/a	   695.1	     1026.4
  204.70	  288.70	    2.35	    5.53	   727.1	     1026.1
  327.11	  665.04	    1.75	    4.12	   724.0	     1025.9
  398.05	  884.50	    2.12	    4.98	   715.6	     1025.5
  797.96	  592.09	    1.78	    4.19	   730.8	     1024.4
  229.20	  570.33	    2.47	    5.80	   719.9	     1024.1
   99.67	  779.19	    2.07	    4.87	   707.5	     1024.0
  745.43	  795.10	    1.43	    3.36	   707.1	     1023.3
  396.31	  508.77	     n/a	     n/a	   739.9	     1023.2
  545.33	  153.81	     n/a	     n/a	   716.6	     1022.3
  597.02	  512.66	    1.49	    3.50	   732.9	     1022.0
  653.95	  432.51	     n/a	     n/a	   729.0	     1022.0
  624.42	  271.59	     n/a	     n/a	   721.1	     1022.0
  573.52	  754.49	    1.55	    3.64	   717.1	     1019.6
  210.91	  580.21	    1.82	    4.28	   722.2	     1019.1
  781.75	   18.89	    1.42	    3.35	   709.3	     1018.5
  305.98	  900.21	     n/a	     n/a	   715.4	     1018.1
  672.63	  922.13	    2.04	    4.79	   699.5	     1017.9
  809.00	  772.09	     n/a	     n/a	   707.2	     1017.2
  159.98	  193.91	    2.11	    4.95	   726.6	     1017.2
  135.00	  727.00	     n/a	     n/a	   708.8	     1016.7
  910.96	  359.05	    1.53	    3.61	   707.9	     1016.6
  876.00	  416.01	    1.54	    3.61	   713.4	     1016.4
  637.03	  510.91	     n/a	     n/a	   734.7	     1014.7
   93.38	  288.71	     n/a	     n/a	   716.6	     1014.5
  179.46	  751.01	    1.98	    4.66	   709.4	     1014.3
  450.06	  144.58	    2.05	    4.81	   714.6	     1012.5
  795.51	  340.02	    1.43	    3.36	   715.9	     1012.4
  517.96	  198.44	    1.55	    3.63	   715.9	     1011.9
  140.73	  404.01	     n/a	     n/a	   727.6	     1011.4
  898.34	  702.92	    1.63	    3.84	   703.7	     1010.4
  843.33	  318.99	    1.71	    4.02	   712.1	     1009.5
 1009.04	  755.87	    1.65	    3.89	   697.8	     1009.2
  366.86	  594.09	     n/a	     n/a	   733.5	     1008.3
  299.04	  746.95	    1.68	    3.94	   731.6	     1005.4
  765.26	  430.60	    1.32	    3.11	   724.0	     1005.0
  859.00	  786.52	     n/a	     n/a	   703.5	     1004.9
  912.04	  291.10	    1.11	    2.61	   705.9	     1004.5
  695.90	   38.01	    1.42	    3.33	   707.5	     1004.5
  481.61	  747.95	    1.47	    3.45	   725.4	     1004.3
  912.04	  291.10	    1.11	    2.61	   705.9	     1004.1
  539.25	 1008.70	    2.02	    4.76	   700.4	     1002.2
  628.51	  376.54	    1.77	    4.15	   727.4	     1001.9
  663.87	  165.83	     n/a	     n/a	   711.3	     1001.4
  141.67	  653.45	     n/a	     n/a	   714.1	     1000.4
   23.90	  195.15	    1.74	    4.08	   712.7	     1000.1
  505.08	  470.02	    1.49	    3.51	   745.2	      999.5
  466.75	  465.64	     n/a	     n/a	   749.6	      998.9
  243.03	  548.23	     n/a	     n/a	   723.8	      998.9
  630.96	  927.90	    2.41	    5.66	   707.5	      998.7
  641.55	  780.41	     n/a	     n/a	   709.7	      997.9
  785.01	  115.00	    1.43	    3.36	   706.3	      997.1
  609.91	  330.59	    2.05	    4.81	   726.1	      996.9
  242.73	  548.30	    2.49	    5.84	   723.6	      996.3
   72.40	   28.77	     n/a	     n/a	   698.8	      995.2
  635.02	   92.55	    2.15	    5.04	   708.3	      994.8
  233.67	  651.77	    1.84	    4.32	   728.2	      993.0
  484.30	  289.82	     n/a	     n/a	   725.6	      991.9
  286.55	  720.47	    1.86	    4.37	   717.4	      989.9
  901.34	  921.30	    1.87	    4.39	   693.7	      989.8
   53.27	  685.00	    2.24	    5.26	   703.1	      987.9
  589.28	  764.98	     n/a	     n/a	   720.5	      987.1
  205.32	  629.64	    2.23	    5.24	   717.9	      986.9
  337.99	  540.03	     n/a	     n/a	   728.1	      986.6
  771.69	  643.05	    1.65	    3.88	   720.4	      985.5
   19.39	  661.46	     n/a	     n/a	   707.7	      985.3
  752.00	  110.04	     n/a	     n/a	   708.8	      983.8
  444.55	   47.94	    1.55	    3.64	   707.7	      982.9
  413.39	  145.55	     n/a	     n/a	   717.3	      981.8
  685.06	 1005.23	    1.63	    3.83	   696.6	      981.7
  515.02	  797.94	    2.72	    6.40	   715.5	      980.6
   14.61	  687.00	     n/a	     n/a	   704.1	      979.9
  621.72	  490.00	    2.94	    6.92	   734.2	      979.8
   34.00	  431.46	     n/a	     n/a	   712.1	      978.7
   93.83	 1006.20	    2.14	    5.03	   688.4	      977.2
  471.47	  226.89	    2.35	    5.51	   720.9	      977.1
  446.17	  936.30	    1.86	    4.37	   707.8	      976.3
  961.90	  368.49	    1.19	    2.80	   703.6	      975.8
  829.30	  848.04	    1.52	    3.58	   707.9	      975.6
   77.50	  669.00	     n/a	     n/a	   709.1	      974.5
 1008.98	  754.87	     n/a	     n/a	   698.2	      973.3
  567.01	  196.06	    1.41	    3.32	   722.8	      973.2
  414.47	  842.47	     n/a	     n/a	   713.3	      973.1
  338.42	  127.79	     n/a	     n/a	   714.8	      973.0
  213.16	  536.83	     n/a	     n/a	   719.6	      972.1
  337.73	  715.33	     n/a	     n/a	   721.8	      969.8
   68.62	  738.00	     n/a	     n/a	   703.1	      968.9
  515.42	  466.19	     n/a	     n/a	   743.6	      968.5
  897.96	  408.89	    1.29	    3.04	   708.4	      966.8
  610.29	  411.06	    2.71	    6.37	   729.9	      965.2
  296.75	  943.48	     n/a	     n/a	   708.4	      964.2
  954.40	  477.79	     n/a	     n/a	   701.6	      963.8
  904.25	  599.69	     n/a	     n/a	   710.9	      963.2
  928.12	  113.56	    1.21	    2.84	   695.5	      963.0
  827.71	  526.51	     n/a	     n/a	   712.8	      961.3
  612.01	  482.49	    1.70	    4.01	   734.0	      960.7
  944.67	  847.79	    1.61	    3.78	   701.3	      960.2
  444.47	  204.57	     n/a	     n/a	   714.7	      957.8
  724.18	  107.99	    2.01	    4.72	   708.6	      957.5
   13.00	  770.51	     n/a	     n/a	   695.6	      956.3
   97.03	  911.52	    1.96	    4.60	   692.4	      955.1
  106.28	  549.42	     n/a	     n/a	   708.7	      955.0
  353.26	  667.47	     n/a	     n/a	   725.2	      954.6
  944.83	  847.67	    1.61	    3.79	   701.4	      953.9
  487.51	  768.95	    1.91	    4.49	   720.6	      953.9
  751.24	   60.99	    1.27	    2.99	   701.5	      953.7
  259.58	  133.12	    1.60	    3.75	   711.6	      953.4
  299.12	  699.94	    1.74	    4.08	   728.6	      953.3
  740.98	  310.01	    1.47	    3.46	   723.3	      949.4
   60.71	  458.97	    2.07	    4.86	   719.2	      948.9
  270.73	  993.58	     n/a	     n/a	   706.9	      948.4
  178.34	  228.02	    1.69	    3.98	   731.3	      948.4
  252.33	   38.96	    1.95	    4.57	   707.2	      948.2
  343.85	  353.64	    2.13	    4.99	   746.0	      947.8
  278.75	  203.12	    2.03	    4.77	   719.3	      947.3
  270.73	  993.58	     n/a	     n/a	   706.9	      945.9
   43.28	  386.79	    2.72	    6.40	   716.4	      945.0
  690.17	   90.69	     n/a	     n/a	   707.8	      944.7
  628.26	  577.28	    2.03	    4.77	   728.6	      941.2
  337.55	  715.50	     n/a	     n/a	   721.7	      940.2
  222.08	  121.08	    2.62	    6.17	   716.9	      940.0
  670.63	  954.24	     n/a	     n/a	   697.7	      939.9
  408.10	  726.99	     n/a	     n/a	   719.1	      939.9
  877.92	  766.90	    1.56	    3.66	   705.1	      939.5
  569.98	  355.16	    1.69	    3.97	   727.2	      939.1
  997.90	  283.12	    2.17	    5.11	   698.1	      936.9
  147.52	  113.84	    1.82	    4.27	   715.5	      935.5
  628.20	  556.04	    1.21	    2.84	   734.6	      934.2
  497.46	  316.48	    2.06	    4.83	   723.6	      933.8
  882.99	  686.99	    2.36	    5.54	   706.9	      933.6
  617.74	   21.06	    2.18	    5.13	   704.3	      931.5
  612.94	  122.37	    1.89	    4.43	   712.2	      930.5
  301.44	  757.26	    2.25	    5.29	   720.8	      930.0
  858.56	  876.42	    1.76	    4.13	   702.4	      929.7
  997.90	  283.12	    2.17	    5.11	   698.1	      928.9
  499.56	  649.30	     n/a	     n/a	   729.7	      928.7
  663.58	  766.04	    1.85	    4.36	   717.8	      928.7
  998.03	  180.79	     n/a	     n/a	   693.3	      926.6
  956.30	  282.03	    2.09	    4.91	   698.3	      924.6
  809.28	  482.16	    1.83	    4.31	   716.9	      924.5
  557.06	  309.91	    2.04	    4.80	   724.5	      923.8
   63.26	  181.99	    2.28	    5.35	   708.6	      923.7
   45.00	   15.91	    1.40	    3.29	   702.7	      922.4
  301.48	  757.48	    2.31	    5.42	   720.4	      922.0
  377.71	  559.69	    1.73	    4.06	   737.6	      921.2
  367.32	  117.02	    2.33	    5.48	   716.5	      921.1
  629.36	  457.11	    1.45	    3.40	   740.8	      921.0
  729.25	  843.66	     n/a	     n/a	   704.1	      921.0
   62.58	  681.42	     n/a	     n/a	   704.7	      920.2
  967.00	  544.47	    1.30	    3.05	   697.7	      919.9
   90.94	  245.76	    2.01	    4.72	   718.1	      919.1
  455.96	  785.97	    1.93	    4.53	   720.9	      918.8
  945.61	  752.73	     n/a	     n/a	   702.9	      918.4
  431.93	  387.86	     n/a	     n/a	   744.2	      918.1
  409.08	  917.91	    1.66	    3.90	   712.7	      917.9
  569.24	  949.73	     n/a	     n/a	   702.2	      917.5
  940.62	   30.99	    1.40	    3.28	   695.6	      917.1
  444.94	  908.94	    2.11	    4.95	   708.0	      916.6
  161.35	  578.92	    1.68	    3.96	   716.6	      916.6
  942.30	   54.15	    1.58	    3.70	   691.5	      915.0
  802.05	  559.09	    1.95	    4.59	   716.7	      914.9
  717.69	  832.08	    2.80	    6.58	   707.7	      914.3
   84.98	  678.19	     n/a	     n/a	   710.6	      914.1
  858.02	  923.75	     n/a	     n/a	   697.3	      912.1
  409.08	  917.91	    1.66	    3.90	   712.7	      911.6
 1005.90	  122.98	    2.46	    5.79	   691.2	      909.9
  253.04	  796.94	    1.70	    4.01	   710.9	      909.2
  144.48	  273.57	     n/a	     n/a	   727.5	      908.1
  423.51	  474.00	     n/a	     n/a	   752.7	      907.8
  644.27	  894.20	    1.76	    4.14	   703.5	      907.6
  129.00	  518.57	     n/a	     n/a	   718.8	      906.1
  304.99	  218.98	    1.68	    3.96	   721.3	      906.1
  769.96	   93.49	    1.93	    4.54	   702.3	      905.7
  428.89	  394.08	     n/a	     n/a	   743.7	      903.6
  798.02	  383.45	    1.60	    3.77	   716.3	      901.8
  741.02	  845.23	    1.51	    3.55	   703.2	      901.6
  639.93	  146.96	    1.35	    3.18	   714.6	      901.6
  895.32	  430.07	    1.25	    2.94	   708.9	      900.9
  499.25	  649.35	    2.77	    6.51	   730.2	      900.9
   14.23	  711.91	     n/a	     n/a	   701.8	      899.0
  793.40	  705.24	    1.43	    3.37	   714.6	      898.4
  763.00	  457.29	    1.34	    3.15	   733.2	      897.1
  543.72	  317.67	     n/a	     n/a	   726.2	      897.1
  798.00	  258.11	    1.29	    3.03	   712.2	      897.0
  948.05	  874.93	    1.48	    3.48	   696.7	      896.7
  199.09	  215.67	    1.70	    4.00	   723.9	      895.1
  796.45	  505.91	    1.51	    3.54	   717.1	      894.9
  398.98	   26.92	     n/a	     n/a	   705.5	      893.8
  602.51	  569.55	     n/a	     n/a	   729.4	      893.6
  829.25	  665.93	     n/a	     n/a	   711.7	      893.4
 1005.90	  122.98	    2.46	    5.79	   691.2	      892.7
  805.75	   69.45	    1.88	    4.41	   700.6	      891.8
  729.00	  843.95	     n/a	     n/a	   703.9	      891.5
  820.26	  240.07	    1.71	    4.01	   712.6	      890.5
  261.00	  646.58	     n/a	     n/a	   719.4	      890.3
  690.23	   91.14	    1.77	    4.15	   708.3	      889.4
   72.08	  170.95	    2.42	    5.69	   706.3	      889.3
  934.25	  387.88	    1.29	    3.03	   709.0	      888.3
  521.98	  897.27	    1.97	    4.63	   710.8	      888.0
  951.47	  146.50	    2.20	    5.18	   701.6	      887.4
  576.95	  838.65	    1.78	    4.17	   717.1	      886.9
  344.09	  268.08	    1.64	    3.86	   723.2	      886.7
  236.99	   53.07	    1.73	    4.06	   708.8	      886.0
  600.11	   60.94	     n/a	     n/a	   714.8	      885.0
  384.77	  222.41	     n/a	     n/a	   718.8	      884.8
  496.25	   31.02	    1.93	    4.53	   704.0	      884.6
   32.75	  358.98	     n/a	     n/a	   715.6	      883.7
  763.01	  457.34	    1.35	    3.17	   733.4	      883.4
  647.08	  101.54	    1.49	    3.51	   711.6	      882.8
  245.02	  912.89	    2.09	    4.90	   703.7	      882.7
  686.10	  612.09	    1.32	    3.10	   720.8	      881.7
  701.00	  651.43	    2.34	    5.51	   723.7	      881.0
  690.21	  715.75	     n/a	     n/a	   718.2	      880.8
  489.84	  217.97	    2.27	    5.33	   719.2	      880.7
  521.88	  993.84	    2.46	    5.78	   703.3	      880.5
  245.02	  912.90	    2.09	    4.90	   703.7	      880.4
  335.32	  499.11	    1.59	    3.73	   742.9	      880.4
  170.99	  514.24	    2.09	    4.91	   715.9	      880.2
  465.05	   85.38	    1.74	    4.09	   709.3	      879.3
  725.49	  622.95	     n/a	     n/a	   727.4	      878.7
  933.67	  729.38	     n/a	     n/a	   703.2	      878.6
  366.40	  664.85	    2.31	    5.42	   727.0	      878.0
  885.81	  165.24	    1.39	    3.27	   700.2	      877.9
  921.05	   34.33	    1.54	    3.62	   698.5	      877.7
  858.99	  127.32	    1.21	    2.85	   703.2	      877.6
  307.52	  976.00	    2.60	    6.12	   700.3	      876.6
  269.00	  674.00	     n/a	     n/a	   718.2	      876.3
  933.21	  303.25	    1.47	    3.46	   705.6	      876.2
  169.93	  111.43	     n/a	     n/a	   714.4	      876.1
  908.54	  922.00	     n/a	     n/a	   695.1	      874.4
   95.90	  599.13	    1.77	    4.16	   710.9	      873.6
